date,countryiso3code,full_pubs,frac_pubs,frac_FWCI,frac_intl,frac_pubs_top10p_FWCI_perc,number_unique_authors
1992,ABW,1,1,0,,0,1
1993,ABW,1,0.333333333,0.69138368,0.333333333,0,6
1994,ABW,2,1.857142857,0.45551563,0.857142857,0,7
1995,ABW,1,1,0,,0,1
1997,ABW,3,0.833333333,0.934501827,0.833333333,0.2,3
2000,ABW,3,2.05,0.333991061,0.05,0,4
2001,ABW,1,0.333333333,0.249691435,0.333333333,0,1
2002,ABW,2,0.4,0.056747233,0.4,0,2
2003,ABW,1,0.2,0.136046913,0.2,0,1
2004,ABW,2,0.666666667,0,0.666666667,0,2
2005,ABW,3,1.75,0.708173618,0.75,0,3
2007,ABW,1,0.333333333,0.61013076,0.333333333,0,1
2008,ABW,1,0.2,1.30565869,,0,1
2009,ABW,3,0.8,0.138232021,0.3,0,4
2010,ABW,6,2.291666667,0.591517865,1.791666667,0.109090909,9
2011,ABW,9,1.201359585,0.873111915,1.201359585,0.003329561,10
2012,ABW,7,2.207575758,0.840277555,2.207575758,0.113246397,9
2013,ABW,8,4.269047619,0.329447429,0.935714286,0,9
2014,ABW,21,8.495173993,0.622119171,3.495173993,0.062780743,19
2015,ABW,10,5.016666667,0.694525184,2.016666667,0.139534884,12
2016,ABW,14,6.174242424,0.408623255,3.174242424,0,21
2017,ABW,13,4.318253968,0.572574794,2.818253968,0.025730564,16
2018,ABW,8,2.118391331,0.634974708,1.118391331,0,8
2019,ABW,16,6.181186869,0.401725216,3.181186869,0,16
2020,ABW,19,4.972351668,0.604257447,4.222351668,0.040222417,23
2021,ABW,26,5.550715002,1.315929231,4.550715002,0.073647738,37
2022,ABW,29,6.127651004,0.606580446,6.127651004,5.98E-04,36
2023,ABW,36,10.28343555,1.274584419,7.283435546,0.104189749,50
2024,ABW,4,1.31958908,0,1.31958908,1,16
1990,AFG,4,2.666666667,0,0.666666667,0,11
1991,AFG,3,3,0.645887642,,0,7
1992,AFG,2,1.6,0,0.6,0,4
1995,AFG,4,3.5,0,0.5,0,4
1996,AFG,1,0.2,0,0.2,0,1
1998,AFG,3,2.083333333,0.022189489,0.083333333,0,3
1999,AFG,3,0.866666667,0.121849516,0.166666667,0,3
2000,AFG,3,3,0.101586345,,0,7
2001,AFG,3,2.117647059,0,0.117647059,0,4
2002,AFG,6,4.4,0.232554838,1.4,0,7
2003,AFG,11,8.027472527,0.442944342,2.360805861,0,25
2004,AFG,11,5.342857143,0.577677512,1.50952381,0.046791444,13
2005,AFG,15,9.588311688,0.548719751,2.088311688,0.033861574,24
2006,AFG,34,23.85873016,0.458454651,4.858730159,0.008382676,39
2007,AFG,30,16.77946727,0.312628513,6.279467272,0.029551547,40
2008,AFG,35,12.61507937,0.833313127,10.28174603,0.046240956,53
2009,AFG,48,27.13115079,0.485943705,8.464484127,0.031738835,64
2010,AFG,72,33.20069375,0.545164478,16.11736042,0.032974619,90
2011,AFG,79,46.08374355,0.45319375,15.00041022,0.021196446,122
2012,AFG,79,35.41239594,0.612528466,15.66239594,0.046463459,114
2013,AFG,57,25.0934864,0.552891093,15.0934864,0.060809472,101
2014,AFG,91,33.91168466,0.908750364,19.41168466,0.066007604,128
2015,AFG,59,18.32117441,0.677065414,13.32117441,0.016089252,94
2016,AFG,100,43.44555845,0.580613211,23.44555845,0.025273339,164
2017,AFG,141,49.60435659,0.569986182,33.90435659,0.030870274,198
2018,AFG,175,59.98276159,0.617479665,43.48276159,0.029600214,212
2019,AFG,243,97.7708396,0.684283723,63.2708396,0.06166607,367
2020,AFG,288,131.981174,0.623988389,60.73117402,0.061497822,437
2021,AFG,456,193.6712965,0.962962727,103.4379632,0.107759445,588
2022,AFG,612,197.8150898,0.926121929,131.6484231,0.088307801,602
2023,AFG,544,189.2712679,1.026449377,110.1046012,0.112125368,669
2024,AFG,44,13.45527504,0.411822565,7.455275036,1,59
1990,AGO,8,5.533333333,0.309246682,1.533333333,0,9
1991,AGO,8,5.95,0.361050871,0.95,0,26
1992,AGO,6,3.569444444,1.110850669,2.569444444,0,19
1993,AGO,14,9.204901961,2.268873406,2.204901961,0.063904569,24
1994,AGO,13,9.116666667,0.075506902,2.116666667,0,27
1995,AGO,9,5.075,0.111906887,2.075,0,10
1996,AGO,5,3.773809524,0.174775232,1.773809524,0,14
1997,AGO,11,6.419047619,0.365197513,1.419047619,0.03115727,15
1998,AGO,10,4.015873016,0.307585914,2.015873016,0.041501976,17
1999,AGO,14,5.943722944,0.441101035,1.943722944,0.016824472,21
2000,AGO,16,6.313034188,0.782740033,3.063034188,0.078185818,21
2001,AGO,17,9.894047619,0.657558157,2.894047619,0.10107087,26
2002,AGO,18,9.323144399,0.641458355,4.406477733,0.016501531,32
2003,AGO,14,5.026587302,1.03836158,4.026587302,0.110128681,16
2004,AGO,22,9.50485348,0.969745764,3.90485348,0.118611082,29
2005,AGO,30,10.57493895,0.698129364,7.57493895,0.023640798,39
2006,AGO,33,13.80923414,0.365729086,10.30923414,0.065703019,61
2007,AGO,28,11.58365079,0.318726679,5.75031746,0.02877619,45
2008,AGO,35,13.05095314,0.453173709,7.05095314,0.058945752,40
2009,AGO,40,14.37700853,0.546255963,9.627008531,0.009283036,63
2010,AGO,45,15.8860119,0.616530034,11.8860119,0.042883639,65
2011,AGO,49,17.01196761,0.377565753,13.01196761,0.026480781,86
2012,AGO,70,24.16198912,0.629346275,19.96556054,0.023036339,114
2013,AGO,66,25.058928,0.871580638,15.058928,0.110815717,118
2014,AGO,97,35.89016149,0.639860135,24.22349482,0.068652668,147
2015,AGO,95,34.43607399,0.874814706,26.43607399,0.050365421,176
2016,AGO,109,38.50064436,0.52436644,24.50064436,0.023042587,171
2017,AGO,144,51.38963324,0.619415247,35.38963324,0.051780979,223
2018,AGO,108,32.84996893,0.610065444,24.34996893,0.050338192,151
2019,AGO,135,40.21340997,0.681111896,31.21340997,0.077129804,202
2020,AGO,164,58.05583948,0.484827076,40.55583948,0.014707235,250
2021,AGO,167,50.63710846,0.519444136,38.53710846,0.028158855,276
2022,AGO,219,57.09506912,0.744092356,44.09506912,0.062585257,273
2023,AGO,206,47.02582045,0.505099371,36.27582045,0.038541246,261
2024,AGO,20,3.805155955,0,3.805155955,1,24
1990,AIA,1,1,0,,0,1
1991,AIA,1,1,0.624768505,,0,1
2005,AIA,1,0.333333333,0.417324591,0.333333333,0,1
2006,AIA,1,0.2,2.331712904,0.2,0,1
2009,AIA,3,0.816666667,0.325703697,0.816666667,0.081632653,3
2011,AIA,8,3.336446886,0.388117643,2.336446886,0,10
2012,AIA,9,3.788690476,1.112577266,1.788690476,0.13197172,7
2013,AIA,19,9.243766001,0.782735349,5.243766001,0.099650614,37
2014,AIA,18,8.503147657,0.656683309,4.003147657,0.004570301,22
2015,AIA,25,7.572756325,0.621792295,4.572756325,6.99E-04,30
2016,AIA,25,7.91731409,0.732766877,2.91731409,0.076700114,33
2017,AIA,13,2.406177372,0.756262059,1.406177372,0.005535847,4
2018,AIA,24,4.222494673,0.6758264,2.222494673,0.04256122,29
2019,AIA,10,2.851641414,2.502552928,2.851641414,0.211069294,15
2020,AIA,24,5.353330568,0.704112222,5.353330568,0.058588606,36
2021,AIA,24,5.939487428,1.58185709,4.939487428,0.232565225,27
2022,AIA,33,10.85214449,0.908141245,7.85214449,0.131273886,47
2023,AIA,24,5.743123032,0.569648768,3.743123032,0.021281491,21
2024,AIA,4,0.877056277,0,0.877056277,1,10
1990,ALB,15,13.58333333,0.412812477,0.583333333,0.073619632,31
1991,ALB,15,13.58695652,0.099214774,0.586956522,0.0064,34
1992,ALB,21,16.87424242,0.097508437,1.374242424,0,36
1993,ALB,23,16.06904762,0.513209741,3.069047619,0.01466884,29
1994,ALB,28,17.47930403,0.205328928,3.979304029,0,43
1995,ALB,33,22.35127353,0.163308721,5.101273533,0.002080939,50
1996,ALB,67,38.01230159,0.399848094,13.76230159,0.025305091,90
1997,ALB,51,30.40248918,0.678749577,9.402489177,0.084971113,88
1998,ALB,50,33.18926074,0.326479912,9.189260739,0.002739112,80
1999,ALB,45,24.31807981,0.320206053,6.48474648,0.018788348,76
2000,ALB,40,24.25987958,0.2753057,7.759879584,0.02061016,54
2001,ALB,38,24.45470779,0.529371871,6.454707792,0.055761712,58
2002,ALB,51,30.03949939,0.391617007,12.53949939,0.023302652,82
2003,ALB,53,25.84134864,0.447542166,12.84134864,0.032248059,77
2004,ALB,52,21.15156271,0.585309398,10.65156271,0.044983885,67
2005,ALB,60,30.10444433,0.53421997,13.60444433,0.044290249,84
2006,ALB,68,31.32595702,0.507711534,17.57595702,0.049673202,126
2007,ALB,83,47.51317742,0.601391384,15.51317742,0.059756688,150
2008,ALB,104,58.79927166,0.564300938,20.29927166,0.06797247,160
2009,ALB,139,86.7146683,0.335306998,24.9646683,0.022802582,385
2010,ALB,228,150.2443078,0.322589416,36.84430784,0.016647392,357
2011,ALB,276,183.9515922,0.316089849,41.40040171,0.03231611,421
2012,ALB,337,228.9047569,0.256340999,48.83809025,0.014238614,560
2013,ALB,505,383.4925465,0.183587325,68.86754652,0.003766552,766
2014,ALB,519,391.8405319,0.244335599,68.92386528,0.011811235,810
2015,ALB,474,307.5680087,0.35274081,81.66800871,0.020512264,677
2016,ALB,398,218.0375036,0.389008622,84.43750359,0.01409081,657
2017,ALB,381,186.1113271,0.57698347,79.11132711,0.051847753,526
2018,ALB,475,235.8929127,0.512478095,91.89291266,0.039780314,646
2019,ALB,547,298.0039934,0.556323919,104.7539934,0.047188354,688
2020,ALB,640,292.0026356,0.648941287,126.585969,0.077777618,709
2021,ALB,861,428.6564497,0.47931752,145.989783,0.037806309,954
2022,ALB,966,487.2769293,0.556951521,168.5602626,0.041326465,1140
2023,ALB,1010,567.4028216,0.46476066,161.6944883,0.037823279,1325
2024,ALB,59,30.43193982,0.322422646,15.76527315,1,122
1990,AND,2,2,0.585105056,,0,7
1991,AND,1,1,0,,0,6
1992,AND,1,1,0,,0,3
1993,AND,2,0.916666667,0.391811852,0.916666667,0,4
1994,AND,1,1,0,,0,4
1995,AND,2,1.25,0.559787094,0.25,0,7
1996,AND,2,2,0,,0,6
1997,AND,3,1.285714286,0.196820994,0.952380952,0,4
1998,AND,4,2.083333333,0.253322493,1.083333333,0,4
1999,AND,1,0.076923077,2.241276299,0.076923077,0,1
2000,AND,2,1.166666667,0,0.166666667,0,5
2001,AND,4,2.476190476,0.323678548,0.476190476,0,8
2002,AND,1,0.5,0.224856934,0.5,0,2
2003,AND,9,4.402777778,0.995715798,4.402777778,0.176656151,15
2004,AND,6,2.268589744,0.146867373,1.268589744,0,11
2005,AND,12,6.440909091,0.297233875,1.940909091,0.052928723,21
2006,AND,17,5.622651368,0.529276478,2.122651368,0,22
2007,AND,16,5.97409826,0.326545591,2.97409826,0.005566294,27
2008,AND,4,1.67842245,0.407028612,0.67842245,0.073203796,42
2009,AND,9,3.7572469,0.7996604,1.7572469,0.061073741,19
2010,AND,9,1.700604203,1.191256459,1.700604203,0.061920951,218
2011,AND,5,0.909910138,0.904009239,0.909910138,0.049954983,6
2012,AND,15,5.652577933,0.390098118,2.3192446,0.004655538,25
2013,AND,18,5.958769139,0.311747363,3.958769139,0.004303074,20
2014,AND,23,5.584562569,0.913777644,4.584562569,0.036682259,20
2015,AND,25,8.804288041,0.614662515,6.804288041,0.056790509,32
2016,AND,26,7.785150715,0.339759348,5.785150715,0.004730066,28
2017,AND,15,3.592166795,0.87315667,2.592166795,0.111882524,15
2018,AND,18,2.829786872,0.851938967,2.829786872,0.125345431,21
2019,AND,31,5.959442587,1.113807875,4.959442587,0.095057848,24
2020,AND,32,7.735681586,0.529459407,4.735681586,0.029382768,32
2021,AND,38,9.470062899,1.066259972,6.470062899,0.158471957,56
2022,AND,43,10.8924087,0.681342839,7.392408703,0.024039548,44
2023,AND,49,11.12023555,0.255247575,8.120235554,0.046917014,58
2024,AND,5,0.576068376,0,0.576068376,1,8
1990,ANT,4,2.75,0.037776231,0.25,0,5
1991,ANT,3,1.116666667,0.061519356,1.116666667,0,5
1992,ANT,5,2.366666667,0.341883698,0.366666667,0.070422535,5
1993,ANT,6,4.75,0.843986317,0.25,0.210526316,9
1994,ANT,5,3.083333333,1.468676892,0.583333333,0.162162162,5
1995,ANT,6,5.5,0.259758804,0.5,0,12
1996,ANT,6,2.041666667,0.981466611,2.041666667,0,5
1997,ANT,13,6.053851541,0.890078353,4.053851541,0.029150135,24
1998,ANT,14,7.808333333,1.18711877,3.475,0.14941302,22
1999,ANT,18,7.181308155,0.507710361,3.847974822,0.020274004,24
2000,ANT,16,9.017857143,0.461947864,2.017857143,0.034323432,22
2001,ANT,9,5.728571429,1.321267521,2.728571429,0.141313383,16
2002,ANT,16,7.33807815,0.713486482,3.83807815,0.130597319,24
2003,ANT,15,6.152380952,0.289942435,3.152380952,0,20
2004,ANT,23,9.676190476,0.706041864,8.176190476,0.020669291,29
2005,ANT,20,6.727380952,0.959708142,5.727380952,0.059458503,28
2006,ANT,22,10.26068376,1.046110767,9.260683761,0.097459392,39
2007,ANT,19,7.058964646,0.711619054,4.058964646,0.080950763,26
2008,ANT,31,9.189122762,0.950940203,6.689122762,0.113714298,31
2009,ANT,35,14.48674136,0.779733318,8.486741363,0.074781023,52
2010,ANT,31,10.35887523,0.750341258,8.85887523,0.083894014,39
2011,ANT,15,4.730701136,0.344098069,2.230701136,0.0018762,15
2012,ANT,21,5.344448923,0.444394602,4.344448923,0.006930001,21
2013,ANT,15,2.627871148,0.950139346,2.627871148,0.126845387,11
2014,ANT,16,3.803210678,0.458274468,3.303210678,0.017529049,18
2015,ANT,25,6.406295339,0.418156983,4.406295339,0.00600371,20
2016,ANT,21,3.836508103,1.59993137,3.836508103,0.149025915,12
2017,ANT,22,4.805189829,0.724121895,3.805189829,0.071027567,17
2018,ANT,14,3.298495948,0.677356483,2.965162615,0,15
2019,ANT,21,5.764288326,1.05060864,4.764288326,0.057827318,25
2020,ANT,8,3.243589744,0.515485211,1.243589744,0,7
2021,ANT,16,3.547427934,1.205275274,2.547427934,0.130733626,13
2022,ANT,29,7.038937868,0.822117584,4.538937868,0.036861067,26
2023,ANT,23,4.524098095,1.122569438,3.524098095,0.031576933,24
2024,ANT,2,0.194444444,0,0.194444444,1,2
1990,ARE,87,69.25,0.352430839,12.75,0.020216606,114
1991,ARE,124,106.7166667,0.438690144,10.71666667,0.044510386,158
1992,ARE,147,120.6545788,0.463798257,15.48791209,0.0179576,223
1993,ARE,227,194.9319264,0.451053073,17.59859307,0.038010827,319
1994,ARE,230,185.4546287,0.457134977,34.28796204,0.021311849,351
1995,ARE,270,226.4409091,0.478579763,31.10757576,0.034300779,380
1996,ARE,405,306.6965803,0.440528388,61.97991363,0.030168512,499
1997,ARE,402,288.8452603,0.44923263,67.7202603,0.023436232,483
1998,ARE,423,318.3830447,0.454642556,68.12193362,0.037847493,595
1999,ARE,377,267.1178252,0.455298115,70.72893634,0.029758947,480
2000,ARE,497,353.4275751,0.506771074,98.04424172,0.028263852,642
2001,ARE,555,413.1495171,0.567578173,92.73285048,0.036588852,714
2002,ARE,614,444.256843,0.572782484,101.1973192,0.042902038,761
2003,ARE,860,571.4268328,0.570753751,140.6212773,0.049401053,891
2004,ARE,919,600.8055392,0.707826859,172.1214122,0.053467882,984
2005,ARE,1169,762.824966,0.631546957,218.374966,0.047080195,1197
2006,ARE,1360,872.0247754,0.609550143,263.6581087,0.050722606,1418
2007,ARE,1443,863.5992844,0.745007841,299.2040463,0.071509917,1392
2008,ARE,1592,1001.776107,0.738063535,308.5511074,0.069586695,1742
2009,ARE,1881,1153.144681,0.746199741,422.1875379,0.069059658,2032
2010,ARE,2207,1389.304709,0.753969691,435.9332805,0.06011654,2294
2011,ARE,2561,1595.986432,0.843623045,504.4530991,0.077725462,2479
2012,ARE,2904,1762.512502,0.815875448,598.6847239,0.079098013,3051
2013,ARE,3202,1903.478708,0.937146378,702.6271202,0.096125012,3266
2014,ARE,3484,1946.556227,0.977631124,747.7228936,0.106174598,3772
2015,ARE,4468,2466.86406,0.983067657,960.516838,0.106324143,4551
2016,ARE,5146,2780.350078,0.965132898,1119.933412,0.098569571,5532
2017,ARE,5978,3206.629721,0.913710202,1305.75234,0.092178352,6197
2018,ARE,6584,3359.510995,1.030620431,1503.795916,0.107042006,6335
2019,ARE,8340,4322.949445,1.173559007,1896.040354,0.126615748,8408
2020,ARE,9815,4881.104624,1.263635922,2338.285576,0.138617925,8885
2021,ARE,12058,5527.681034,1.341060568,2858.646298,0.149963193,10326
2022,ARE,14974,6704.851155,1.428847408,3558.525244,0.156430342,12755
2023,ARE,17439,7353.121155,1.354676441,4085.443482,0.1446795,14201
2024,ARE,1672,650.9784352,1.192114868,402.1927209,0.998244401,2429
1990,ARG,2137,1909.883675,0.540787236,167.4868856,0.035971034,4260
1991,ARG,2046,1787.94152,0.538738331,198.9280282,0.032734561,4113
1992,ARG,2040,1757.899937,0.572929416,207.5666037,0.037252055,4286
1993,ARG,2227,1913.144893,0.543315364,221.4227065,0.033940253,4576
1994,ARG,2524,2167.686646,0.61409221,272.9033122,0.038018144,5043
1995,ARG,2760,2411.218073,0.640818293,281.678121,0.036908079,5698
1996,ARG,4269,3473.886138,0.574160036,532.5389535,0.039525816,7628
1997,ARG,4812,3979.274108,0.608261555,571.8162737,0.037772313,9182
1998,ARG,4839,3882.706909,0.594154044,659.438202,0.038530002,8921
1999,ARG,5107,4119.369667,0.603568489,688.4688302,0.042470597,9878
2000,ARG,5457,4409.328801,0.629148224,752.2303632,0.044577098,10697
2001,ARG,5658,4623.931971,0.644688365,799.2847585,0.045446229,10807
2002,ARG,6066,4939.477816,0.627938733,911.19809,0.041047268,11603
2003,ARG,6126,4759.001239,0.649087849,1068.665917,0.041429206,11109
2004,ARG,6412,4852.313628,0.668552399,1215.101259,0.045415678,12007
2005,ARG,6800,5114.752422,0.697273485,1270.152261,0.04819336,12248
2006,ARG,7618,5811.407536,0.718021698,1366.330304,0.051174859,14835
2007,ARG,7881,5938.727767,0.704142514,1499.231888,0.049194261,14522
2008,ARG,8706,6529.782742,0.731314073,1644.736164,0.051436444,16483
2009,ARG,9580,7287.30033,0.723124175,1768.982793,0.051672681,17011
2010,ARG,10095,7699.994539,0.692563389,1792.206218,0.043739248,19009
2011,ARG,10886,8280.434916,0.684122845,1952.094007,0.043699964,19855
2012,ARG,11284,8464.487237,0.712089163,2111.66399,0.046471246,20394
2013,ARG,11439,8636.359866,0.671033725,2124.256784,0.041171829,21585
2014,ARG,12202,9208.455585,0.672100499,2293.703508,0.047073643,22634
2015,ARG,12420,9313.561733,0.666924144,2333.930781,0.042200206,23373
2016,ARG,12936,9659.264829,0.653219542,2429.281991,0.041738165,24640
2017,ARG,13389,9995.506754,0.648523615,2505.109639,0.042740324,25292
2018,ARG,14182,10578.55802,0.643861529,2694.962786,0.039647061,27102
2019,ARG,14631,10854.19503,0.635046227,2802.678899,0.041719726,30775
2020,ARG,16512,12048.97626,0.604643748,3197.932722,0.040023604,31346
2021,ARG,16569,11834.0749,0.608617248,3249.005592,0.037973393,31643
2022,ARG,15584,11012.1319,0.584443162,3001.594678,0.040565058,30678
2023,ARG,14880,10267.60129,0.596750994,2980.643851,0.054678572,29384
2024,ARG,1398,941.2409462,0.874564139,304.8945176,0.996776844,4328
1990,ARM,192,159.0090387,0.112087734,20.00903874,0.00244392,468
1991,ARM,238,186.0350861,0.203423244,29.53508614,0.007248551,542
1992,ARM,187,135.7251134,0.192437218,23.51082773,0.001841958,484
1993,ARM,183,141.589582,0.227167178,21.589582,0.012354406,483
1994,ARM,225,174.5058781,0.163790972,22.00587809,0.001534946,430
1995,ARM,226,167.0601362,0.216674124,28.56013622,0.012421662,398
1996,ARM,421,312.395308,0.166685067,48.39530799,0.007789647,669
1997,ARM,363,254.1851719,0.221853206,39.20898144,0.015554788,628
1998,ARM,379,273.4374184,0.24832715,48.68741844,0.011277701,677
1999,ARM,394,262.3368048,0.240882434,52.6368048,0.011442832,589
2000,ARM,500,346.2785248,0.272986222,62.94519148,0.011640523,807
2001,ARM,480,312.6030539,0.311850221,65.26972052,0.019163215,835
2002,ARM,513,327.6150136,0.362341414,73.78168024,0.030649886,823
2003,ARM,552,327.4908217,0.352672436,79.94796458,0.015762083,763
2004,ARM,566,352.7653706,0.320903293,80.73203729,0.008237548,792
2005,ARM,644,392.0336569,0.34974273,94.64079977,0.024519419,922
2006,ARM,616,368.181453,0.329268945,95.09811962,0.014499753,894
2007,ARM,663,416.9182552,0.400140616,97.21825524,0.026047596,875
2008,ARM,640,401.1909748,0.369570101,115.3243082,0.024584483,975
2009,ARM,700,451.0632624,0.365129815,99.19659577,0.024088616,962
2010,ARM,790,491.9046271,0.345861315,122.6379604,0.018969091,1148
2011,ARM,1022,621.8792211,0.324614313,142.4625544,0.022279965,1279
2012,ARM,1162,603.3577394,0.383422533,150.0077394,0.023866251,1269
2013,ARM,1043,567.3285358,0.337580444,140.1452025,0.021413522,1193
2014,ARM,1088,595.9007603,0.347709809,141.067427,0.020017167,1277
2015,ARM,1083,560.7989799,0.343845331,157.4656466,0.01840522,1223
2016,ARM,1133,560.3521704,0.368929024,151.6855038,0.01931003,1252
2017,ARM,1168,566.8139789,0.410506039,167.7806456,0.028066939,1386
2018,ARM,1249,562.7894368,0.443098554,165.4227701,0.026343658,1360
2019,ARM,1373,675.6790542,0.404776485,216.5623876,0.018847847,1635
2020,ARM,1273,681.6636725,0.378318782,179.6303392,0.023925926,1665
2021,ARM,1285,646.6481126,0.411759442,227.4147793,0.032750619,1734
2022,ARM,1582,788.2386928,0.437909571,250.1886928,0.029786663,2110
2023,ARM,1676,888.8751821,0.422233863,283.7180392,0.038284919,2277
2024,ARM,154,60.2625158,0.507729949,32.7625158,0.98212947,298
1994,ASM,1,0.666666667,0,0.666666667,0,2
1995,ASM,1,1,0.474041509,,0,2
1996,ASM,4,2.333333333,0.975733016,0.333333333,0.214285714,4
1997,ASM,7,3.566666667,0.906301927,1.4,0.186915888,9
1998,ASM,5,1.866666667,0.92362177,0.866666667,0,4
1999,ASM,3,1.583333333,0.499086884,1.25,0,4
2000,ASM,3,1.8,0.321489753,0.8,0,5
2001,ASM,2,1,0.917004374,0.5,0,2
2002,ASM,6,2.933333333,0.224086114,1.433333333,0,7
2003,ASM,4,1.283333333,0.819356741,1.283333333,0,5
2004,ASM,6,4.5,0.342258993,1.5,0,6
2005,ASM,4,0.904761905,0.279281643,0.904761905,0,5
2006,ASM,8,3.784313725,0.945752753,1.784313725,0.132124352,13
2007,ASM,7,2.773809524,0.684364464,1.773809524,0.025751073,11
2008,ASM,13,5.249782093,0.975266157,3.249782093,0.004645954,14
2009,ASM,10,2.917359545,0.721135926,1.917359545,0,19
2010,ASM,7,1.379304029,1.293977637,1.379304029,0,11
2011,ASM,9,3.012637363,0.566548765,3.012637363,0,13
2012,ASM,7,2.07582403,0.39642302,0.742490696,0,9
2013,ASM,11,3.773768473,1.645033543,1.702339901,0.274124596,30
2014,ASM,20,5.122338917,0.58529146,3.45567225,0,25
2015,ASM,9,2.618589744,0.409231926,1.618589744,0,10
2016,ASM,6,1.758333333,0.425505116,1.758333333,0,9
2017,ASM,8,2.513888889,1.111719037,1.513888889,0.08839779,9
2018,ASM,19,6.971036034,0.615770133,3.971036034,0.013040973,28
2019,ASM,7,0.577413273,1.241025635,0.577413273,0.145590581,7
2020,ASM,13,4.421367521,0.410215183,2.421367521,0,16
2021,ASM,11,3.549476912,0.393844812,2.549476912,0,22
2022,ASM,11,2.800335775,0.395257119,1.800335775,0.051014291,18
2023,ASM,21,3.192071186,0.473117218,3.192071186,0.017914721,29
2024,ASM,1,0.555555556,0,0.555555556,1,10
1993,ATA,1,0.5,1.706184698,,0,2
1997,ATA,1,1,0,,0,1
1999,ATA,1,1,1.17026256,,0,1
2000,ATA,1,0.043859649,0,0.043859649,0,5
2002,ATA,1,0.4,0,0.4,0,2
2003,ATA,1,0.333333333,0.714205786,0.333333333,0,1
2006,ATA,2,1.25,0.117754869,0.25,0,2
2007,ATA,2,0.185964912,5.924417778,0.185964912,0.283018868,3
2008,ATA,4,0.431754386,0.823656246,0.431754386,0,6
2009,ATA,6,3.820512821,1.01468382,0.820512821,0.174496644,8
2010,ATA,8,1.809203829,0.438180178,0.809203829,0.001198979,8
2011,ATA,2,0.088461538,0.679852014,0.088461538,0,3
2012,ATA,4,0.803113553,0.599557862,0.46978022,0,6
2013,ATA,1,0.2,1.840119047,0.2,0,1
2014,ATA,2,1.142857143,0,0.142857143,0,3
2016,ATA,2,0.18627451,0.095590931,0.18627451,0,2
2017,ATA,3,0.27457265,0.550070062,0.27457265,0,3
2018,ATA,3,0.333914053,0.553646202,0.333914053,0,5
2019,ATA,1,0.133333333,1.665882133,0.133333333,0,2
2020,ATA,3,2.017241379,0.021465594,0.017241379,0.008547009,7
2021,ATA,11,2.831218663,0.513637859,1.164551996,0.117734931,14
2022,ATA,5,0.794549643,1.461743224,0.794549643,0.028708731,6
2023,ATA,4,1.035855449,0.076726479,0.035855449,0,3
1993,ATF,1,0.285714286,0,0.285714286,0,2
1998,ATF,1,1,0.684557121,,0,1
2008,ATF,1,0.25,0.832247044,0.25,0,2
2018,ATF,1,0.125,1.470182616,0.125,0,1
1994,ATG,1,0.5,2.865063977,0.5,1,1
1995,ATG,1,1,0,,0,2
1996,ATG,1,1,0,,0,1
1997,ATG,3,1.142857143,0.416086069,0.142857143,0,2
1998,ATG,1,0.2,0.395461633,,0,1
1999,ATG,2,2,1.046696096,,0,4
2000,ATG,1,0.25,0.173392406,0.25,0,1
2001,ATG,1,1,0,,0,1
2002,ATG,3,2.083333333,0.24020308,0.083333333,0.04,7
2003,ATG,3,1.761904762,0.265569084,1.761904762,0,9
2005,ATG,6,1.891666667,0.463645296,1.891666667,0,7
2006,ATG,7,3.033333333,0.418156593,3.033333333,0,8
2007,ATG,10,5.992857143,0.27473783,3.992857143,0,14
2008,ATG,10,5.014285714,0.139940818,4.014285714,0,18
2009,ATG,7,3.791666667,0.160270067,2.791666667,0,10
2010,ATG,5,1.632051282,0.446303912,0.465384615,0,9
2011,ATG,5,0.54963925,0.685218295,0.54963925,0,5
2012,ATG,12,3.457539683,0.457740807,2.457539683,0,12
2013,ATG,11,2.997751323,0.393996142,2.997751323,0.041697922,14
2014,ATG,12,2.89770373,0.39031909,2.89770373,0.011132285,18
2015,ATG,10,2.761593371,0.345343711,1.761593371,5.93E-04,11
2016,ATG,22,7.93680563,0.306917749,6.93680563,0.011550952,24
2017,ATG,19,6.138538749,0.272630444,4.138538749,2.66E-04,31
2018,ATG,25,6.973788758,0.827938123,4.973788758,0.092181906,35
2019,ATG,20,6.435983923,0.47818706,3.935983923,0.052367601,37
2020,ATG,22,8.726322003,0.426881422,5.726322003,0.019099303,39
2021,ATG,32,9.086385446,0.52532999,5.086385446,0.053677504,33
2022,ATG,36,8.059374367,0.735450109,7.059374367,0.050197878,45
2023,ATG,51,11.61892079,0.277670435,9.952254118,0.041494037,56
2024,ATG,6,0.991425241,0,0.991425241,0.641951465,11
1990,AUS,16037,14533.80067,1.114193224,1176.405472,0.111698173,21387
1991,AUS,16592,14949.71184,1.082506375,1206.578968,0.108363181,22263
1992,AUS,17755,15916.80364,1.064990473,1368.744662,0.103505223,24025
1993,AUS,19045,17051.04668,1.02815742,1469.212676,0.097944523,25882
1994,AUS,21237,18875.97134,1.044430789,1716.916332,0.0969361,28462
1995,AUS,21836,19319.18987,1.022427854,1941.487751,0.098974294,30129
1996,AUS,25417,21176.3172,1.07536371,2978.466699,0.103456046,31808
1997,AUS,26834,22162.14965,1.060191401,3313.482784,0.102420863,33342
1998,AUS,27773,22800.85726,1.077319365,3571.992106,0.105739034,34779
