date,countryiso3code,full_pubs,frac_pubs,frac_FWCI,frac_intl,frac_pubs_top10p_FWCI_perc,number_unique_authors
1992,TZA,155,116.7698667,0.53542947,22.43653337,0.05528443,242
1993,TZA,169,124.3982559,0.583304482,35.39825591,0.032524872,277
1994,TZA,187,131.5240924,0.844404686,37.27409243,0.0682475,329
1995,TZA,198,125.7934326,0.601686047,41.4600993,0.02746377,317
1996,TZA,245,134.3264193,0.799338822,63.67641933,0.060801326,336
1997,TZA,261,142.767195,0.820888141,65.72552831,0.068436301,407
1998,TZA,230,125.9776287,0.755496108,55.11096201,0.037710295,351
1999,TZA,256,145.1284724,0.628574326,63.10228196,0.04131006,384
2000,TZA,260,158.2527316,0.662446983,59.68606497,0.050269276,424
2001,TZA,247,142.0362744,0.838612967,60.17516329,0.052707563,439
2002,TZA,283,159.33331,0.660351409,74.58330999,0.028694508,467
2003,TZA,354,171.6889704,0.877933482,88.77230372,0.07549244,506
2004,TZA,394,202.0296211,0.837355259,106.6962878,0.06370895,576
2005,TZA,454,227.3724049,0.901269155,120.2057383,0.079376792,648
2006,TZA,580,296.1973451,0.951331666,158.5306784,0.095705728,893
2007,TZA,635,327.9147615,1.004751492,164.4147615,0.074984466,949
2008,TZA,610,311.4852047,0.995460994,156.618538,0.067583776,927
2009,TZA,697,327.3628971,1.011104493,176.3192103,0.093272153,954
2010,TZA,803,379.419295,0.931023003,201.6915172,0.086252506,1165
2011,TZA,879,428.3945778,0.889649345,213.6636254,0.067790587,1249
2012,TZA,901,410.9589349,0.958814729,226.131554,0.072872481,1330
2013,TZA,1000,436.3040403,0.932953044,252.176923,0.078889076,1437
2014,TZA,1225,569.9219768,0.903233828,326.4219768,0.075391902,1891
2015,TZA,1285,578.6094146,0.864946168,350.2760812,0.057922238,1910
2016,TZA,1381,599.1611628,0.827847721,344.5540199,0.062101205,2120
2017,TZA,1500,662.3347812,0.812978666,377.1681146,0.060108538,2176
2018,TZA,1605,682.4830433,0.861933941,402.9830433,0.063908673,2396
2019,TZA,1961,878.1937774,0.857497501,480.3366346,0.072577772,2805
2020,TZA,2225,1008.887937,0.734326182,548.7212707,0.05089395,3157
2021,TZA,2516,1133.321991,0.724130255,585.5886577,0.048794798,3580
2022,TZA,2686,1322.355859,0.691908311,631.0891928,0.048792512,4039
2023,TZA,2905,1538.595955,0.687766102,636.7005005,0.071875094,4518
2024,TZA,286,146.1859339,0.892833586,56.29704503,1,801
1990,UGA,45,35.23643579,1.257394028,7.736435786,0.178407255,70
1991,UGA,37,30.575,0.662325223,3.575,0.073589534,57
1992,UGA,58,37.67916667,0.561882223,11.17916667,0.043311585,104
1993,UGA,62,45.93037241,0.993620778,11.66370574,0.085274002,106
1994,UGA,80,63.6795306,1.028266754,10.01286393,0.102605336,206
1995,UGA,90,68.74015152,0.62758092,12.24015152,0.043642615,170
1996,UGA,136,83.21062826,0.552539706,26.54396159,0.046549928,189
1997,UGA,154,88.13120491,1.081222145,30.96453824,0.067850677,213
1998,UGA,154,87.71771731,0.69790478,36.96771731,0.039360972,250
1999,UGA,176,101.2492566,1.271987092,46.28258995,0.067717915,277
2000,UGA,200,124.4327657,1.250793159,50.68276574,0.065599848,326
2001,UGA,211,131.5946542,0.861684067,46.97798751,0.063791285,362
2002,UGA,185,123.4127227,0.962698165,39.4127227,0.067494219,347
2003,UGA,272,140.0318111,0.95485441,71.69847775,0.081299963,413
2004,UGA,371,206.4346024,0.756717283,95.49015798,0.066314458,551
2005,UGA,393,213.876741,0.897076426,115.6100743,0.081252348,617
2006,UGA,425,201.5526954,1.077956571,121.2193621,0.101454266,643
2007,UGA,525,271.4760385,1.116410144,135.9927052,0.09297348,815
2008,UGA,548,255.3681891,1.199670628,145.5253319,0.13293264,914
2009,UGA,662,313.2973477,1.100300025,191.3961572,0.095336936,997
2010,UGA,833,418.8541744,1.032172807,227.5168728,0.108486732,1201
2011,UGA,937,452.5785966,1.01576236,261.6976442,0.083346499,1392
2012,UGA,992,462.722186,0.991541444,283.7444083,0.075210506,1585
2013,UGA,1033,484.76198,0.936169015,273.7036466,0.090133336,1748
2014,UGA,1181,535.7941692,1.045105356,346.3275025,0.093717907,2038
2015,UGA,1332,623.876453,0.957478889,381.876453,0.083907324,2155
2016,UGA,1403,621.4632238,0.916973476,371.6715572,0.072265803,2252
2017,UGA,1628,683.3742108,0.906408764,430.7313537,0.069693274,2548
2018,UGA,1650,708.4862955,0.83767893,439.7608053,0.069666426,2647
2019,UGA,1867,834.9569286,0.89443911,502.6235953,0.07811008,3048
2020,UGA,2235,997.8669367,0.82859814,623.20027,0.062469705,3711
2021,UGA,2760,1257.890773,0.821005656,773.9820431,0.060325151,4561
2022,UGA,2874,1278.139261,0.810015729,756.4725943,0.066772308,4966
2023,UGA,3149,1442.904219,0.764991044,866.2375525,0.075184419,5566
2024,UGA,258,113.8518394,0.825471662,66.85183936,0.998865485,754
1990,UKR,2943,2794.801267,0.128236164,133.5346004,0.006100613,6630
1991,UKR,3286,3080.650685,0.152293652,160.2578281,0.005715292,6601
1992,UKR,3440,3247.539364,0.168773192,178.0171419,0.00797916,6902
1993,UKR,4063,3767.466322,0.226851358,251.3829885,0.013171532,7402
1994,UKR,3573,3195.496122,0.279112644,302.4223126,0.014690646,6328
1995,UKR,3855,3400.299367,0.317898301,344.4565095,0.023035437,6538
1996,UKR,6020,5295.593244,0.256934269,542.7776987,0.016644473,9114
1997,UKR,6488,5647.894339,0.262997306,675.192788,0.016707376,9547
1998,UKR,6737,5862.395116,0.261961459,689.2783054,0.016380024,9206
1999,UKR,6315,5361.860643,0.286763377,759.138024,0.018742017,8956
2000,UKR,6486,5234.94915,0.287845717,809.243501,0.020048691,8679
2001,UKR,7783,6596.283345,0.286979888,963.6521757,0.020606427,10445
2002,UKR,7079,5753.193229,0.317241685,977.0063964,0.025102006,9706
2003,UKR,7103,5329.149003,0.330792256,1066.280438,0.022902931,9343
2004,UKR,7167,5371.972078,0.360036286,1110.366425,0.026955423,9276
2005,UKR,7535,5684.047994,0.367725666,1199.339156,0.023739259,9670
2006,UKR,6870,5325.332041,0.381489913,1203.709276,0.025210824,9499
2007,UKR,6991,5384.245257,0.380965782,1280.110523,0.02652319,9723
2008,UKR,7304,5706.3402,0.368920226,1268.389406,0.021972242,10232
2009,UKR,7214,5642.82768,0.366196699,1246.782691,0.023802688,10758
2010,UKR,7746,6097.07644,0.331454285,1271.220091,0.020213025,11477
2011,UKR,8169,6341.802316,0.358420713,1371.58684,0.023613161,12139
2012,UKR,8867,6902.926399,0.324205801,1368.514927,0.020419496,12859
2013,UKR,9939,7843.785198,0.360974387,1462.37273,0.024797895,14562
2014,UKR,10283,8065.818344,0.366973249,1582.634217,0.023681656,15241
2015,UKR,10845,8520.014001,0.402798419,1599.629081,0.030112124,16349
2016,UKR,11566,9002.25466,0.468425289,1767.508628,0.035417594,18059
2017,UKR,13043,10253.79982,0.605041597,1953.349067,0.056580008,21032
2018,UKR,14990,11922.29033,0.624640967,2277.941949,0.060363809,24947
2019,UKR,20320,16776.54184,0.579339136,2885.23579,0.056823251,35922
2020,UKR,22153,18417.60794,0.572868736,3097.112085,0.054508525,40614
2021,UKR,23306,19377.50907,0.613156221,3291.123994,0.059219759,43230
2022,UKR,20733,16954.47931,0.550510592,3174.308217,0.051659849,40053
2023,UKR,19646,15660.67229,0.600769015,3258.621207,0.063354193,39033
2024,UKR,842,537.3074429,0.913102208,213.1407762,0.990293311,2420
1990,UMI,1,0.5,0,0.5,0,2
2000,UMI,1,1,0.92948864,,0,4
2001,UMI,1,0.5,7.315719876,0.5,1,3
2007,UMI,1,1,10.92990712,,1,1
2008,UMI,1,0.5,0,,0,1
2009,UMI,2,2,0.565355193,,0,5
2010,UMI,1,0.333333333,0.121063732,0.333333333,0,1
2023,UMI,1,1,0,,0,1
1990,URY,107,91.79891775,0.726033545,9.998917749,0.038489924,236
1991,URY,91,68.47985528,0.505113814,11.22985528,0.027306346,199
1992,URY,135,111.6665876,0.503431806,13.66658758,0.031584408,310
1993,URY,151,116.7075347,0.553570025,19.04086804,0.044647274,308
1994,URY,148,108.4889244,0.799352273,27.48892435,0.051621492,329
1995,URY,168,123.8551157,0.599087783,33.02178238,0.041158795,367
1996,URY,273,167.9046247,0.803853226,56.43240251,0.061948789,463
1997,URY,331,205.6891268,0.669671674,72.86336917,0.045121488,610
1998,URY,335,220.7500424,0.753172932,79.58337577,0.059771885,626
1999,URY,337,205.9826923,0.88010645,78.94935893,0.085957393,568
2000,URY,364,223.2517534,0.737790041,86.21842004,0.044783293,646
2001,URY,361,237.6687123,0.789096126,78.96871229,0.056988714,728
2002,URY,406,272.6084715,0.687035829,89.10847148,0.062379868,762
2003,URY,461,282.2253042,0.735545646,113.0268915,0.048101274,772
2004,URY,518,307.7660177,0.83810275,140.0160177,0.069339672,895
2005,URY,575,348.0351676,0.701218625,138.8351676,0.043831532,971
2006,URY,603,358.2291556,0.680814344,144.5987985,0.047574376,959
2007,URY,640,390.9787762,0.756433558,150.0176651,0.04585846,1073
2008,URY,772,445.732193,0.784466686,184.9140112,0.052012923,1242
2009,URY,844,484.1490337,0.849359965,199.0518115,0.066324751,1318
2010,URY,867,503.6755163,0.792099997,202.2493258,0.06367308,1505
2011,URY,1011,576.903779,0.836324285,221.9871123,0.072411247,1621
2012,URY,1039,596.6244504,0.728537439,228.9097318,0.051779963,1694
2013,URY,1073,606.8802825,0.747347628,247.9469492,0.058879505,1660
2014,URY,1329,758.5591635,0.670123003,287.0591635,0.046845908,2067
2015,URY,1295,714.532734,0.772459532,314.1994006,0.060248164,1982
2016,URY,1506,873.4651603,0.714920428,319.381827,0.052885858,2381
2017,URY,1454,816.7676872,0.70788679,307.2438777,0.046384924,2332
2018,URY,1708,960.1709714,0.708123302,367.8876381,0.050977691,2709
2019,URY,1876,1042.441314,0.676758677,393.8030788,0.046514707,2750
2020,URY,1953,1053.821945,0.632903677,413.9886114,0.04676199,2961
2021,URY,2354,1281.115396,0.597641257,482.1405283,0.040270684,3714
2022,URY,2181,1210.504366,0.588171949,424.1536416,0.037032331,3537
2023,URY,2135,1136.800853,0.618191423,443.0710908,0.066098372,3409
2024,URY,160,85.8253741,0.980879524,31.8253741,1,411
1990,USA,273424,258691.1141,1.52824439,12692.44011,0.159258146,386723
1991,USA,276305,259983.3,1.501047134,14299.53993,0.157123967,395174
1992,USA,279787,261991.5399,1.467702907,15573.88164,0.155445749,407684
1993,USA,296877,277911.7881,1.433988208,16703.82023,0.152481318,435179
1994,USA,304769,283553.1142,1.418770049,18347.90525,0.151727724,450418
1995,USA,315439,293113.0468,1.396957641,19319.55306,0.150402118,472654
1996,USA,359996,319980.4103,1.421664587,28842.41971,0.151408413,505890
1997,USA,357078,316704.601,1.431154874,29775.43818,0.153059998,506121
1998,USA,352859,310551.3678,1.449094959,30918.91541,0.154891543,506903
1999,USA,346170,303687.222,1.43865299,30854.72009,0.154071837,502058
2000,USA,358413,315960.0681,1.457382482,32987.1423,0.157428735,526132
2001,USA,359528,317621.7169,1.511087629,32483.92929,0.166518195,543057
2002,USA,383188,338320.0379,1.506294218,36083.15066,0.164312174,575400
2003,USA,404887,346146.0184,1.493346024,43590.20377,0.159937677,571688
2004,USA,437203,376063.7037,1.470229744,47899.76536,0.158121658,623536
2005,USA,476766,406136.3908,1.457339149,54269.45437,0.156223093,671616
2006,USA,492238,415390.5263,1.463114934,58020.52128,0.156717684,696363
2007,USA,498724,418330.9986,1.449427664,60811.17509,0.155354262,715801
2008,USA,498610,418017.3214,1.45886787,61933.56908,0.156524604,729519
2009,USA,508431,426632.3668,1.462037818,64888.61355,0.156117264,751392
2010,USA,523594,436721.3989,1.470046402,68503.93273,0.1558975,780522
2011,USA,544722,451769.0752,1.458722932,73058.23141,0.15489656,814416
2012,USA,558385,457930.8674,1.437438256,77819.71074,0.152244654,846984
2013,USA,570208,462214.7923,1.429417811,82210.97026,0.151429933,870144
2014,USA,574081,461752.0796,1.440943588,85569.56841,0.153220228,897100
2015,USA,582507,463575.2101,1.401879001,88993.15033,0.149281283,928233
2016,USA,593127,466428.7179,1.389497723,92367.27659,0.145672785,950420
2017,USA,605459,471374.1434,1.356193029,95194.85124,0.140410443,983436
2018,USA,620291,477988.9026,1.333242105,99336.97175,0.138229485,1013829
2019,USA,628068,478816.6231,1.332135409,100475.2426,0.136801305,1033312
2020,USA,649483,491529.8239,1.279322606,103792.8879,0.131168968,1085183
2021,USA,675916,510338.8483,1.256070313,106606.0708,0.123888421,1146024
2022,USA,647902,485394.0459,1.206196845,101091.092,0.118932342,1136479
2023,USA,627967,469227.1798,1.163493928,97901.09646,0.117841535,1142097
2024,USA,58658,42373.47994,1.133513618,9479.855071,0.992934201,200226
1990,UZB,148,130.4782746,0.127328185,9.478274628,5.11E-04,448
1991,UZB,186,161.217107,0.121736022,15.21710699,0,501
1992,UZB,220,200.4790712,0.109539393,9.479071208,0.005257676,650
1993,UZB,258,236.1980519,0.291646714,12.69805195,0.041178115,627
1994,UZB,190,161.6239291,0.274832409,15.29059572,0.030936013,411
1995,UZB,233,192.9472846,0.191274329,19.01871321,0.010365526,477
1996,UZB,412,357.850707,0.105364662,23.35784988,0.004478901,660
1997,UZB,465,395.1966691,0.104352611,39.14666907,0.001361588,747
1998,UZB,396,349.2969403,0.116262517,30.28027361,0.004889847,688
1999,UZB,421,335.9186254,0.164955518,39.13886349,0.011889926,665
2000,UZB,427,340.45625,0.224673915,39.90625,0.023922147,667
2001,UZB,474,382.4534419,0.167016543,44.62010855,0.005143794,736
2002,UZB,414,327.743689,0.142405544,44.25202237,0.00375039,702
2003,UZB,425,283.7434409,0.230215595,66.17677423,0.014572642,607
2004,UZB,492,364.5487611,0.191131159,72.06265003,0.011255489,705
2005,UZB,478,335.0653634,0.203350193,70.26536341,0.011781639,683
2006,UZB,468,318.1764762,0.229635031,68.04314289,0.011333358,638
2007,UZB,500,334.5244803,0.265094006,86.16733748,0.015921528,728
2008,UZB,458,308.5710678,0.238481043,71.68217893,0.017205863,701
2009,UZB,518,341.5014002,0.276377646,94.00140021,0.01277294,730
2010,UZB,546,389.3967925,0.23730741,76.61901469,0.012102962,811
2011,UZB,566,383.0286717,0.242975856,96.19533834,0.010170599,900
2012,UZB,482,330.2455809,0.254504325,77.41224754,0.018106831,760
2013,UZB,527,359.7205738,0.336996236,95.88724043,0.020119728,834
2014,UZB,507,332.9116944,0.363094746,85.66169442,0.033394985,767
2015,UZB,454,300.7261839,0.29666149,71.2261839,0.021525765,733
2016,UZB,580,385.5754817,0.25314228,98.57548166,0.007681108,888
2017,UZB,564,357.4669384,0.416517401,99.05027175,0.030148329,884
2018,UZB,635,389.943278,0.540065363,101.943278,0.050182037,915
2019,UZB,1540,1197.801948,1.196545063,173.0019482,0.103422088,2654
2020,UZB,3405,2885.843402,1.295265535,329.4934025,0.150996479,6436
2021,UZB,3261,2636.204601,2.003134064,402.9557918,0.228288979,6059
2022,UZB,3442,2512.967393,1.890208812,438.7673934,0.176740878,5833
2023,UZB,6174,4719.63382,2.812432101,719.2949315,0.138325609,10246
2024,UZB,340,172.4940046,1.582837134,65.49400463,0.564943785,599
1990,VAT,6,2.833333333,0.179301999,1.833333333,0,6
1991,VAT,4,1.092857143,0.657571779,0.592857143,0,3
1992,VAT,9,2.988888889,0.634124333,2.488888889,0,7
1993,VAT,9,3.476190476,0.553453853,2.476190476,0,5
1994,VAT,6,2.375,0.292004895,1.375,0,5
1995,VAT,8,2.777777778,0.87774013,1.444444444,0,4
1996,VAT,6,1.458333333,1.462499604,1.458333333,0.228571429,4
1997,VAT,14,6.092857143,0.57731173,2.092857143,0,7
1998,VAT,6,1.527777778,1.220757548,1.527777778,0.218181818,4
1999,VAT,9,3.717857143,0.199222261,1.38452381,0,6
2000,VAT,9,3.944444444,0.278228505,1.944444444,0,8
2001,VAT,9,1.500793651,0.703973332,1.500793651,0,5
2002,VAT,10,3.598484848,0.294117802,3.098484848,0,16
2003,VAT,19,7.23452381,0.612469132,3.23452381,0.046075366,13
2004,VAT,24,9.825,0.314829353,4.825,0.033927057,17
2005,VAT,17,6.765981241,0.215367046,2.265981241,0.024633037,13
2006,VAT,18,8.035714286,0.441926255,2.535714286,0,14
2007,VAT,20,5.115239804,0.673079169,3.115239804,0.087672314,11
2008,VAT,19,5.092657554,0.600723652,3.092657554,0.087271614,13
2009,VAT,28,5.862143363,0.430396546,4.362143363,0.034250225,13
2010,VAT,34,12.44994827,0.545919329,3.949948265,0.050906903,18
2011,VAT,41,11.84281115,0.65855068,4.842811152,0.039535434,23
2012,VAT,42,14.02210982,0.410124016,4.272109818,0.020687561,21
2013,VAT,45,12.95230327,0.378962441,3.95230327,0.00808357,20
2014,VAT,42,11.50900612,0.397327915,4.509006125,0.011510866,19
2015,VAT,32,11.06940442,0.706614337,2.069404416,0.121983301,16
2016,VAT,42,16.47393838,0.702196276,3.473938378,0.072777161,25
2017,VAT,62,24.34216171,0.611443782,3.008828379,0.118634508,33
2018,VAT,69,28.66906753,0.859342324,5.669067531,0.091383431,39
2019,VAT,91,39.3843563,0.648633556,8.051022965,0.058740605,47
2020,VAT,89,37.54855515,0.340508736,6.048555154,0.02091286,39
2021,VAT,79,31.58960273,0.589674552,7.256269398,0.033165808,50
2022,VAT,68,28.10837444,0.363041167,6.608374443,0.045951765,41
2023,VAT,72,26.07338982,0.921817892,6.073389823,0.12352713,47
2024,VAT,4,0.84280303,0,0.34280303,1,3
1990,VCT,6,5.333333333,1.304307493,0.333333333,0.1875,6
1991,VCT,8,5.291666667,0.73627543,1.291666667,0.023622047,16
1992,VCT,5,3.9,0.419316667,0.9,0,11
1993,VCT,5,4.142857143,0.12751269,0.142857143,0,7
1994,VCT,6,4.666666667,0.623241534,1.666666667,0,11
1995,VCT,8,3.176190476,0.645143059,1.676190476,0,9
1996,VCT,1,0.5,0,0.5,0,2
1997,VCT,2,0.7,2.268409473,0.2,0.714285714,2
1998,VCT,1,0.2,0.831510369,0.2,0,1
1999,VCT,1,0.5,0.496073695,0.5,0,1
2000,VCT,2,0.416666667,1.124219913,0.416666667,0,2
2003,VCT,3,2,1.370171569,1,0.5,8
2004,VCT,1,0.2,1.185767268,0.2,0,1
2005,VCT,1,1,0,,0,2
2006,VCT,3,0.7,0.701103849,0.7,0,1
2007,VCT,3,0.669934641,0.227042122,0.669934641,0,3
2009,VCT,3,1.2,0.106984657,1.2,0,2
2010,VCT,5,1.466666667,1.022685076,0.966666667,0,6
2011,VCT,1,0.043478261,0,0.043478261,0,1
2012,VCT,3,1,1.13833497,1,0,3
2013,VCT,3,1.244444444,0.266547328,1.244444444,0,6
2014,VCT,5,1.508448541,0.598526988,1.508448541,0.021384929,6
2015,VCT,3,0.731452456,0.809434896,0.731452456,0.047142857,5
2016,VCT,6,2.30952381,0.837099217,1.30952381,0.108247423,7
2017,VCT,10,2.975396825,0.389432162,2.975396825,0,14
2018,VCT,6,1.946929825,0.611512175,1.946929825,0.085604866,10
2019,VCT,10,4.144755245,0.61963334,1.144755245,0.090475789,17
2020,VCT,13,3.313660754,0.669622923,2.563660754,0.045096979,16
2021,VCT,20,5.869369167,0.696187648,3.7027025,0.085188031,23
2022,VCT,15,3.01441516,0.398413485,2.01441516,0.001316426,18
2023,VCT,11,2.009167834,0.314552143,1.009167834,0.019968573,14
2024,VCT,4,1.257575758,8.011621195,0.257575758,1,4
1990,VEN,563,477.8656793,0.59114141,55.94901268,0.027359409,1114
1991,VEN,595,485.6564059,0.593596557,78.13973921,0.038063105,1246
1992,VEN,602,485.3266943,0.512994003,75.03502764,0.033629777,1206
1993,VEN,691,569.9413978,0.58588295,74.97473111,0.0571936,1409
1994,VEN,710,584.4586365,0.561058627,84.38171345,0.034873542,1439
1995,VEN,834,683.3833777,0.514386362,99.61671107,0.032806236,1662
1996,VEN,1061,791.3137428,0.532927263,163.3411238,0.032211912,1886
1997,VEN,1251,958.7737746,0.564099496,199.3252398,0.036379388,2330
1998,VEN,1230,929.817896,0.542834493,199.3790071,0.039799306,2177
1999,VEN,1293,959.6538251,0.552159214,204.3637457,0.038994116,2473
2000,VEN,1394,1069.647373,0.581711638,188.1529649,0.037962647,2567
2001,VEN,1430,1070.096176,0.592190529,205.1473661,0.047449475,2760
2002,VEN,1477,1089.925584,0.488785594,221.1910597,0.029358323,2872
2003,VEN,1628,1193.358499,0.473559633,263.1494804,0.0278412,3040
2004,VEN,1576,1114.715998,0.48148087,292.0540932,0.026095177,3114
2005,VEN,1854,1325.254204,0.519674514,334.0613466,0.034773139,3532
2006,VEN,1986,1437.167144,0.418434649,330.2686053,0.025933998,3920
2007,VEN,2006,1458.776948,0.475428124,362.1293291,0.035022458,4119
2008,VEN,2295,1694.010485,0.374342737,391.031309,0.022343178,4682
2009,VEN,2342,1739.616299,0.35120041,354.5926336,0.022270974,4904
2010,VEN,2153,1556.428722,0.384311745,357.2096748,0.022999772,4494
2011,VEN,1902,1338.065798,0.365707128,320.9976907,0.022842323,4115
2012,VEN,1978,1447.105509,0.333566416,314.7515407,0.021566442,4237
2013,VEN,1866,1299.034739,0.338210016,306.670453,0.019931147,3810
2014,VEN,1908,1308.426986,0.324192149,319.993653,0.020799687,3872
2015,VEN,1675,1104.467083,0.369751626,318.2254159,0.025292035,3495
2016,VEN,1584,976.0443529,0.366543953,328.7481991,0.017612986,3127
2017,VEN,1659,981.4567678,0.383723927,362.1061184,0.022156516,3199
2018,VEN,1513,820.2135393,0.412376385,367.3087773,0.031902093,2727
2019,VEN,1602,897.0561905,0.36390091,367.5589683,0.025903843,2848
2020,VEN,1539,812.185052,0.394260998,351.6699726,0.030371273,2548
2021,VEN,1599,814.9624958,0.349971309,344.7541625,0.024489492,2426
2022,VEN,1352,670.8438147,0.349315767,287.027148,0.019950124,2069
2023,VEN,1153,502.2262217,0.367078306,252.7487781,0.029008492,1692
2024,VEN,75,33.33350962,0.103695207,14.83350962,0.985000079,162
1991,VGB,1,1,0.354639151,,0,1
1992,VGB,1,0.5,2.918195971,0.5,1,1
1993,VGB,2,2,0,,0,1
1997,VGB,1,0.058823529,3.075595355,0.058823529,1,1
1998,VGB,2,2,0,,0,3
1999,VGB,4,4,0.170672,,0,5
2000,VGB,3,1.422222222,0.309216912,0.422222222,0,5
2001,VGB,2,1.333333333,0.451549044,0.333333333,0,2
2004,VGB,2,1.2,0.663702931,0.2,0,5
2005,VGB,2,2,0.334173062,,0,4
2006,VGB,6,2.621428571,0.906232071,0.621428571,0.065395095,5
2007,VGB,15,5.665203729,0.365231477,1.331870396,0,9
2008,VGB,6,0.500032321,1.678925615,0.500032321,0.133324715,2
2009,VGB,14,3.562963045,0.462405405,1.362963045,0.069386693,6
2010,VGB,6,0.55765489,1.87089076,0.35765489,0.085391608,2
2011,VGB,13,2.958979178,0.604921666,1.958979178,0.047490323,11
2012,VGB,5,0.573148148,0.849897576,0.573148148,0.064620355,5
2013,VGB,7,0.81708708,1.180738978,0.81708708,0.305964941,4
2014,VGB,7,2.916781874,0.339700716,0.916781874,0.011059471,9
2015,VGB,4,1.694444444,3.721323802,0.694444444,0.590163934,5
2016,VGB,8,2.663260582,0.340401744,1.663260582,0,11
2017,VGB,3,0.212637363,3.622268461,0.212637363,0.832041344,2
2018,VGB,2,0.75,0.449127059,0.75,0,6
2019,VGB,6,0.652694572,0.877802647,0.652694572,0,6
2020,VGB,7,1.675636766,0.246655583,1.675636766,0,10
2021,VGB,9,2.88955946,0.61294376,2.88955946,0,21
2022,VGB,11,3.521500722,0.477680467,2.521500722,0.001126864,22
2023,VGB,6,5.236363636,0.446692093,1.236363636,0,16
1990,VIR,5,3.916666667,0.661323251,0.916666667,0,8
1991,VIR,5,3.619047619,0.959691435,0.619047619,0.078947368,9
1992,VIR,4,1.583333333,0.43175739,1.583333333,0,5
1993,VIR,10,6.75,0.877808458,2.25,0.148148148,11
1994,VIR,10,6.726190476,1.063623386,1.476190476,0.22300885,9
1995,VIR,7,5.366666667,0.946835537,1.366666667,0,10
1996,VIR,13,6.111111111,0.598539546,2.111111111,0.054545455,12
1997,VIR,11,5.80952381,0.267361263,3.30952381,0.028688525,16
1998,VIR,14,6.416666667,0.620369437,2.416666667,0,19
1999,VIR,12,6.73452381,1.298234374,2.73452381,0.098992399,18
2000,VIR,13,8.833333333,0.543183523,1.583333333,0.037735849,14
2001,VIR,12,8.902777778,0.513562793,1.902777778,0,13
2002,VIR,6,3.116666667,0.430630937,1.116666667,0,8
2003,VIR,21,10.26785714,0.486795611,7.767857143,0,20
2004,VIR,20,10.33939394,0.690100254,5.339393939,0.064478312,28
2005,VIR,22,11.2452381,0.699416358,4.745238095,0.022231632,20
2006,VIR,26,13.22094572,1.095511517,6.220945721,0.151275109,30
2007,VIR,24,9.371428571,0.703771754,5.371428571,0.076854675,30
2008,VIR,18,10.1352381,0.855845217,4.635238095,0.062676189,28
2009,VIR,17,6.693290043,1.124423472,3.693290043,0.161853636,19
2010,VIR,24,13.47690476,0.635640099,4.476904762,0.023991661,28
2011,VIR,21,10.29285714,0.803546717,7.292857143,0.12630118,19
2012,VIR,17,6.09534632,0.499571409,3.512012987,0,26
2013,VIR,23,9.16022126,0.873542269,6.16022126,0.069096203,31
2014,VIR,32,9.731998602,0.890897906,7.731998602,0.05127497,39
2015,VIR,26,8.520547916,0.75399657,5.520547916,0.078686788,26
2016,VIR,51,16.59921493,0.789711659,10.7658816,0.097758096,55
2017,VIR,31,8.746415339,0.792127358,6.746415339,0.09269961,50
2018,VIR,45,13.02351796,0.514865849,7.023517965,0.037846656,44
2019,VIR,41,9.435225369,0.75612716,7.435225369,0.003312057,40
2020,VIR,40,12.43633301,0.658158455,9.436333015,0.076159335,48
2021,VIR,57,19.21410968,0.791465358,16.41410968,0.092765969,91
2022,VIR,55,13.1954504,0.630921872,10.1954504,0.082854791,69
2023,VIR,57,15.07200372,0.526555008,10.07200372,0.066356708,57
2024,VIR,5,1.247655123,0,1.247655123,1,8
1990,VNM,119,90.02223495,0.376371608,18.02223495,0.029622311,197
1991,VNM,131,95.03730159,0.583864523,22.20396825,0.079442491,201
1992,VNM,138,91.09419192,0.698790571,33.59419192,0.074295155,191
1993,VNM,127,85.93095238,0.786299244,29.09761905,0.057225716,201
1994,VNM,177,120.1201533,0.684080524,40.28681999,0.085490841,269
1995,VNM,196,125.3620045,0.460845684,44.69533783,0.019629613,287
1996,VNM,293,173.4835796,0.656873257,70.5002463,0.043652638,423
1997,VNM,327,193.5816328,0.575906957,80.83163284,0.035259913,487
1998,VNM,313,163.871342,0.649284324,73.94038957,0.046457759,487
1999,VNM,361,200.1346376,0.546048177,90.03344708,0.037029407,595
2000,VNM,388,190.4562752,0.725623287,97.82294189,0.053522549,592
2001,VNM,419,226.9513102,0.752930846,92.95131017,0.072570411,695
2002,VNM,431,228.2763468,0.669878969,103.9430134,0.050460114,720
2003,VNM,621,296.6024884,0.693944824,156.0608217,0.060018556,909
2004,VNM,685,329.9272806,0.812317842,177.7772806,0.060251829,1066
2005,VNM,827,397.4269868,0.84889629,213.7603202,0.064929534,1200
2006,VNM,935,433.8933521,0.74726196,238.3933521,0.064025643,1425
2007,VNM,1065,504.8918426,0.834531618,269.536287,0.074498374,1598
2008,VNM,1443,763.4100875,0.794789633,370.4100875,0.061873334,2191
2009,VNM,1643,883.2877386,0.815971094,392.271072,0.082918557,2553
2010,VNM,2033,1097.34731,0.783650778,460.5973098,0.070911198,2971
2011,VNM,2254,1226.306536,0.793409263,522.3280008,0.06768626,3429
2012,VNM,2942,1582.685415,0.741931033,654.3913671,0.059228796,4238
2013,VNM,3494,1912.187675,0.757023352,771.0198175,0.068795078,5117
2014,VNM,3754,2023.837058,0.772229735,863.487058,0.061820623,5500
